,GWO,AO,BBO,ARO
355,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
356,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
357,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
358,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
359,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
360,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
361,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
362,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
363,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
364,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
365,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
366,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
367,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
368,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
369,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
370,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
371,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
372,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
373,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
374,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
375,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
376,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
377,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
378,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
379,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
380,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
381,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
382,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
383,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
384,25620.537362198174,25620.537551150912,25620.573351864416,25620.53722884884
