,BBO,GWO,AO,ARO
97,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
98,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
99,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
100,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
101,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
102,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
103,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
104,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
105,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
106,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
107,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
108,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
109,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
110,22828.20251689315,22789.755559204754,22894.778702864267,22788.95727577727
111,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
112,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
113,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
114,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
115,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
116,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
117,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
118,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
119,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
120,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
121,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
122,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
123,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
124,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
125,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
126,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
127,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
128,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
129,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
130,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
131,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
132,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
133,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
134,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
135,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
136,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
137,22794.255322417623,22789.755559204754,22894.778702864267,22788.95727577727
