,GWO,AO,ARO,BBO
186,22790.87327307099,22841.91560212007,22788.993990153474,22798.795827585305
187,22790.87327307099,22841.91560212007,22788.993990153474,22798.795827585305
188,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
189,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
190,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
191,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
192,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
193,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
194,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
195,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
196,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
197,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
198,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
199,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
200,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
201,22790.820078303223,22841.91560212007,22788.993990153474,22798.795827585305
202,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
203,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
204,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
205,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
206,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
207,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
208,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
209,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
210,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
211,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
212,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
213,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
214,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
215,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
216,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
217,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
218,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
219,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
220,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
221,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
222,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
223,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
224,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
225,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
226,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
227,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
228,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
229,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
230,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
231,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
232,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
233,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
234,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
235,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
236,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
237,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
238,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
239,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
240,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
241,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
242,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
243,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
244,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
245,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
246,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
247,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
248,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
249,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
250,22789.7215638755,22841.91560212007,22788.993990153474,22798.795827585305
251,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
252,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
253,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
254,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
255,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
256,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
257,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
258,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
259,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
260,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
261,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
262,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
263,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
264,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
265,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
266,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
267,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
268,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
269,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
270,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
271,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
272,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
273,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
274,22789.7215638755,22841.91560212007,22788.993990153474,22793.87502535595
275,22789.482845420527,22841.91560212007,22788.993990153474,22793.87502535595
276,22789.482845420527,22841.91560212007,22788.993990153474,22793.87502535595
277,22789.482845420527,22841.91560212007,22788.993990153474,22793.87502535595
278,22789.482845420527,22841.91560212007,22788.993990153474,22793.87502535595
279,22789.482845420527,22841.91560212007,22788.993990153474,22793.87502535595
280,22789.482845420527,22841.91560212007,22788.993990153474,22793.87502535595
281,22789.482845420527,22841.91560212007,22788.993990153474,22793.87502535595
